Estimated owners,Peak CCU,Required age,Price,DLC count,Supported languages,Full audio languages,Windows,Mac,Linux,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Multiplayer,Genres
0,0,0,4.99,0,1,1,1,0,0,0,0,6,0,0,0,1,4
0,0,0,199.99,0,1,0,1,0,0,0,0,13,9,0,0,0,3
0,1,0,7.99,0,1,1,1,0,0,0,0,3,0,9,0,0,4
0,0,0,4.99,0,2,0,1,0,0,0,0,0,0,0,0,0,3
0,1,0,0.99,0,1,1,1,0,1,0,0,25,8,1,0,0,3
0,0,0,3.99,0,2,2,1,0,0,0,0,2,2,0,0,0,2
0,0,0,9.99,0,1,1,1,0,0,0,0,14,15,0,0,0,4
0,6,0,14.99,0,10,0,1,1,0,0,0,75,8,13,0,0,4
1,16,0,3.99,0,1,0,1,0,0,0,0,344,88,0,416,0,3
0,0,0,0,2,3,0,1,0,0,0,0,0,0,8,0,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,4,0,0,0,0,2
0,0,0,2.99,1,1,0,1,1,1,0,0,20,2,41,0,0,2
0,0,0,4.99,1,1,1,1,0,0,0,0,16,51,14,0,0,3
0,2,0,19.99,0,13,13,1,0,0,0,0,50,11,0,0,1,2
2,0,0,9.99,0,1,1,1,1,1,0,0,56,8,0,0,0,1
4,9,0,11.99,0,9,6,1,1,0,75,0,1528,559,56,1441,1,3
0,0,0,7.99,0,1,1,1,0,0,0,0,1,1,0,0,0,1
5,79,0,19.99,2,11,2,1,1,1,75,0,15683,930,21,15513,0,3
0,0,0,0,0,1,0,1,0,0,0,0,25,5,0,0,1,2
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,22,0,0,3
2,0,0,9.99,0,1,0,1,0,0,0,0,27,5,0,0,0,3
0,76,0,29.99,0,4,2,1,0,0,0,0,125,2,15,0,0,2
0,0,0,9.99,0,1,0,1,0,0,0,0,4,1,0,0,1,2
0,0,0,0.99,0,1,1,1,0,0,0,0,2,0,0,0,0,1
0,0,0,1.99,0,1,0,1,0,0,0,0,20,3,39,0,0,4
0,0,0,1.99,2,1,0,1,0,0,0,0,1,0,0,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
0,8,0,39.99,0,1,0,1,0,0,0,0,62,13,0,0,1,2
0,0,0,7.99,0,2,0,1,0,0,0,0,4,1,0,0,1,4
0,0,0,2.99,0,1,1,1,0,0,0,0,1,1,0,0,0,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,1,4
0,0,0,14.99,0,7,0,1,0,0,0,0,99,59,2,110,1,3
3,6,0,14.99,3,11,2,1,1,0,77,0,805,199,17,806,0,1
0,0,0,15.99,0,1,1,1,0,0,0,0,1,0,5,0,0,5
0,0,0,9.99,0,12,2,1,1,0,0,0,10,12,0,0,0,1
0,0,0,19.99,0,1,1,1,0,0,0,0,47,3,0,0,0,4
0,1,0,9.99,0,1,1,1,0,0,0,0,95,2,15,0,0,3
0,0,0,5.99,0,1,0,1,0,0,0,0,11,1,8,0,0,2
1,19,0,7.99,0,13,0,1,0,0,0,0,1015,65,64,980,0,3
2,13,0,0.99,0,1,0,1,1,1,0,0,122,31,2,142,1,1
0,0,0,0.99,0,1,0,1,0,0,0,0,6,5,0,0,0,1
1,0,0,7.99,2,2,1,1,0,0,0,0,24,1,27,0,0,3
1,0,0,2.99,0,1,1,1,1,1,0,0,93,112,0,105,0,2
0,0,0,8.99,0,2,0,1,0,0,0,0,1,2,9,0,0,4
1,0,0,9.99,0,1,0,1,1,0,0,0,20,11,17,0,0,1
0,0,0,4.99,0,1,1,1,0,0,0,0,6,13,0,0,0,7
0,1,0,12.99,0,2,0,1,0,0,0,0,79,6,0,0,0,5
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,1.49,0,3,2,1,0,0,0,0,41,70,0,105,0,11
0,0,0,4.99,0,1,1,1,0,0,0,0,23,2,0,0,0,5
4,19,0,15.99,0,2,2,1,1,1,0,0,2707,114,59,1318,0,3
0,0,0,0.49,0,1,0,1,0,0,0,0,0,2,0,0,0,3
2,3,0,1.19,1,6,3,1,1,1,68,0,322,56,16,111,0,1
8,19634,17,29.99,18,14,2,1,0,0,74,0,204969,21853,120,170391,1,3
0,0,0,3.99,0,8,2,1,0,0,0,0,11,8,0,0,0,3
0,0,0,4.99,1,1,1,1,0,0,0,0,13,4,4,0,0,3
0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,1
0,12,0,1.79,1,6,3,1,0,0,0,0,39,20,25,0,0,3
2,0,0,0.99,0,29,29,1,0,0,0,0,144,64,5000,192,0,2
0,2,0,11.99,0,5,0,1,1,1,0,0,0,0,24,101,0,1
0,0,0,7.99,0,10,0,1,1,1,0,0,123,11,13,115,0,2
1,0,0,0,0,5,0,1,0,0,0,0,2,2,0,0,1,4
0,27,0,4.99,0,1,0,1,1,1,0,0,116,22,0,134,1,2
0,0,17,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,10,0,1,1,1,0,0,0,0,12,4,0,0,0,5
0,0,0,1,0,1,1,1,0,0,0,0,4,0,0,0,0,5
3,35,0,59.99,2,8,0,1,0,0,0,0,1089,184,0,965,1,1
0,0,0,5.24,0,1,0,1,0,0,0,0,7,0,33,0,0,3
0,44,0,3.19,5,15,15,1,1,1,0,0,0,0,16,348,0,4
0,2,0,4.99,0,2,0,1,0,0,0,0,7,0,0,0,0,16
1,0,0,9.99,0,5,2,1,0,0,0,0,126,57,25,174,0,3
0,0,0,2.87,0,7,0,1,0,0,0,0,4,0,24,0,0,3
0,0,0,4.99,0,1,0,1,0,0,0,0,6,9,0,0,0,3
0,0,0,3.99,0,3,2,1,0,0,0,0,78,31,8,0,0,2
1,7,13,9.99,0,10,0,1,1,1,0,0,248,31,89,241,1,3
0,10,0,6.99,0,13,2,1,1,0,0,0,149,1,104,145,0,3
1,0,0,4.99,1,6,6,1,0,0,0,0,103,20,20,107,0,2
0,0,0,34.99,1,1,1,1,0,0,0,0,3,0,16,0,0,1
0,0,0,1.99,0,1,0,1,0,0,0,0,15,10,0,0,0,1
0,1,18,3.99,0,1,1,1,0,0,0,0,5,3,0,0,1,5
2,12,0,19.99,0,20,0,1,0,0,76,0,698,118,0,572,1,1
0,0,0,3.99,0,1,0,1,0,0,0,0,3,0,8,0,1,2
0,0,0,9.99,0,5,5,1,1,1,0,0,14,3,0,0,1,3
0,0,0,1.99,0,2,0,1,0,0,0,0,1,0,24,0,0,2
0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,4
0,0,0,1.99,0,1,0,1,0,0,0,0,1,0,15,0,1,2
1,0,0,6.99,0,1,0,1,1,0,0,0,48,16,0,0,0,2
1,0,0,6.99,0,1,0,1,0,0,0,0,142,13,0,144,0,1
0,0,0,2.99,0,2,0,1,0,0,0,0,30,10,10,0,0,2
0,9,0,10.79,1,3,0,1,0,0,0,0,89,14,100,0,0,2
0,0,0,9.99,0,1,1,1,0,0,0,0,7,1,0,0,0,4
2,0,0,1.99,0,1,1,1,0,0,0,0,2,0,0,0,0,1
2,11,0,0.99,0,7,0,1,0,0,0,0,60,38,0,0,0,4
2,13,0,3.99,0,2,2,1,0,0,0,0,416,83,0,378,0,1
2,26,0,29.99,1,14,9,1,0,0,0,0,606,232,50,641,1,1
0,0,0,3.99,0,2,0,1,1,1,0,0,50,10,10,0,0,1
0,0,0,0,17,1,1,1,0,0,0,0,3,2,14,0,0,8
0,0,0,4.99,0,9,0,1,0,0,0,0,6,1,0,0,0,1
0,0,0,9.99,0,1,0,1,0,0,0,0,19,0,13,0,0,3
0,0,0,1.99,0,1,1,1,0,0,0,0,2,1,15,0,0,3
2,0,0,9.99,0,1,0,1,0,0,0,0,525,26,0,510,0,3
0,0,0,14.99,0,1,0,1,1,0,0,0,33,1,0,0,0,3
0,3,0,24.99,1,6,0,1,0,0,76,0,262,32,32,241,0,4
0,0,0,9.99,0,4,0,1,1,1,0,0,23,14,38,0,1,1
0,0,0,9.99,0,1,1,1,0,0,0,0,5,0,34,0,1,4
0,0,0,3.99,0,1,1,1,0,0,0,0,9,8,0,0,0,4
2,10,0,39.99,0,3,0,1,0,0,0,0,1094,403,50,1273,0,1
0,0,0,2.99,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0,0,0,9.99,1,6,6,1,1,0,0,0,40,6,12,0,0,2
0,0,0,9.99,0,1,0,1,0,0,0,0,9,2,0,0,0,1
0,0,0,7.99,0,1,0,1,0,0,0,0,3,4,11,0,0,3
0,0,0,1.99,2,29,29,1,0,0,0,0,25,2,42,0,0,2
2,4,0,9.99,0,9,2,1,1,1,0,0,348,65,13,224,0,2
0,0,0,4.99,0,1,1,1,0,0,0,0,7,2,0,0,0,5
4,3447,0,59.99,39,5,3,1,0,0,0,0,7075,4983,47,9729,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,0,0,5,0,1,3
0,0,0,4.99,0,13,0,1,1,0,0,0,14,1,16,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,120,4,0,0,0,1
1,0,0,9.99,0,2,2,1,0,1,0,0,79,35,27,0,1,2
0,2,0,1.99,1,4,0,1,0,0,0,0,128,27,24,144,0,1
0,0,0,0.99,0,1,0,1,0,0,0,0,4,3,62,0,0,3
4,0,0,14.99,0,1,0,1,0,0,0,0,48,6,12,0,0,3
1,2,0,9.99,0,2,0,1,0,0,0,0,250,33,0,268,0,1
2,0,0,1.99,0,1,0,1,0,0,0,0,211,31,10,141,0,2
1,0,0,3.99,1,1,0,1,1,1,0,0,5,3,38,0,0,3
0,0,0,4.99,0,1,0,1,0,0,0,0,3,1,0,0,0,3
0,0,0,14.99,0,1,0,1,0,0,0,0,21,11,20,0,0,3
1,3,0,4.99,0,2,2,1,0,0,0,0,84,99,0,134,0,3
0,0,0,8.99,0,1,0,1,0,0,0,0,9,0,18,0,0,2
1,1,0,9.99,0,1,1,1,1,0,0,0,240,66,21,0,1,5
0,0,0,3.99,0,2,2,1,1,0,0,0,7,0,0,0,0,3
0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,3
0,0,0,0.99,0,1,1,1,0,0,0,0,0,0,0,0,0,3
0,0,0,19.99,0,1,1,1,0,0,0,0,15,7,9,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,4
0,0,0,0,1,1,0,1,0,0,0,0,0,0,20,0,0,3
4,19,0,0,1,2,2,1,1,1,0,0,4173,2445,16,5086,0,5
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,9.99,0,9,0,1,0,0,0,0,2,1,0,0,0,4
5,109,0,0,12,19,0,1,0,0,0,0,2765,513,36,0,1,5
0,0,0,4.99,0,1,1,1,0,0,0,0,13,4,11,0,0,4
0,0,17,0.99,0,1,1,1,0,0,0,0,9,17,0,0,0,5
0,0,0,0.5,0,1,0,1,0,0,0,0,20,14,4,0,0,1
4,1,0,0,0,1,0,1,0,0,0,0,2679,62,0,0,0,3
1,0,0,0.61,0,1,1,1,0,0,0,0,5,1,0,0,0,3
0,0,0,0.99,0,1,0,1,0,0,0,0,1,2,11,0,0,2
3,4,0,18.99,0,3,3,1,0,0,0,0,643,207,0,748,0,3
1,2,0,2.99,0,6,0,1,0,0,0,0,122,6,24,124,0,2
1,4,0,5.99,0,1,0,1,1,0,0,0,80,8,0,0,0,1
0,0,0,1.99,0,1,1,1,0,0,0,0,90,29,0,0,0,2
0,0,0,12.99,0,2,0,1,0,0,0,0,158,38,15,174,0,3
0,0,0,3.99,0,1,1,1,0,0,0,0,4,0,0,0,0,3
3,0,0,0,3,1,0,1,0,1,0,0,270,61,0,0,0,4
0,0,0,0.99,0,1,1,1,1,1,0,0,20,18,1,0,0,3
1,5,0,14.99,0,7,0,1,1,1,0,0,461,43,32,461,1,4
0,0,0,0.99,0,2,0,1,1,0,0,0,9,14,0,0,0,3
2,2,0,6.99,1,1,0,1,0,0,0,0,110,17,0,0,0,6
0,0,0,0.99,0,1,0,1,0,0,0,0,2,0,0,0,1,3
0,0,0,0,0,1,1,1,1,0,0,0,3,4,0,0,1,3
0,1,0,16.99,0,1,0,1,1,1,0,0,38,43,15,0,0,3
0,0,0,8.99,0,2,0,1,0,0,0,0,3,0,0,0,0,2
2,5,0,19.99,1,11,2,1,0,0,81,0,616,185,26,615,1,3
1,0,0,0,0,1,1,1,1,1,0,0,234,22,10,0,0,3
0,0,0,4.99,0,1,0,1,1,0,0,0,2,3,10,0,0,2
0,0,0,8.99,1,8,0,1,0,0,0,0,17,1,21,0,1,1
0,1,0,3.99,0,2,0,1,0,0,0,0,11,7,0,0,0,2
1,0,0,3.99,0,1,0,1,0,0,0,0,5,4,0,0,0,2
0,0,0,4.99,0,1,1,1,0,0,0,0,8,0,0,0,0,4
0,0,0,0,0,1,0,1,1,0,0,0,4,3,0,0,0,2
0,0,0,2.99,1,8,0,1,1,1,0,0,735,114,18,774,0,1
0,0,0,4.99,0,8,8,1,0,1,0,0,6,3,2,0,0,3
0,0,0,4.99,0,2,0,1,0,0,0,0,13,21,0,0,0,3
2,296,0,39.99,168,11,0,1,1,0,0,0,1086,399,23,1411,1,1
3,250,0,11.99,1,13,13,1,0,0,0,0,1877,396,51,2095,0,3
0,0,0,4.99,0,5,2,1,0,0,0,0,1,3,8,0,0,1
0,0,0,2.99,0,2,0,1,0,0,0,0,37,23,0,0,0,2
1,2,0,3.99,0,2,0,1,0,0,0,0,308,58,5,348,0,6
0,0,0,0.99,0,1,1,1,0,0,0,0,40,1,15,0,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,7,9,10,0,0,2
1,5,0,6.99,0,1,1,1,1,1,0,0,230,6,0,162,0,2
0,0,0,19.99,0,6,2,1,1,1,0,0,40,6,28,0,0,3
0,0,0,0.99,0,1,1,1,0,0,0,0,7,4,13,0,0,3
0,0,0,0.99,0,1,0,1,0,0,0,0,1,1,6,0,0,3
0,0,0,2.99,0,1,1,1,0,0,0,0,8,0,31,0,0,3
0,0,0,5.99,0,10,1,1,0,0,0,0,36,17,0,0,0,3
0,0,0,9.99,0,1,0,1,0,0,0,0,59,3,18,0,0,4
0,0,0,0,0,1,1,1,0,0,0,0,6,1,0,0,0,2
0,0,0,5.99,0,1,1,1,0,0,0,0,9,0,2,0,0,5
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2
0,0,0,2.99,0,2,0,1,0,0,0,0,5,3,0,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,1,1,1,0,0,0,0,10,0,26,0,0,4
0,0,0,3.99,0,2,0,1,0,0,0,0,1,0,0,0,1,3
0,4,0,0,0,1,0,1,0,0,0,0,80,52,0,0,1,4
0,0,10,19.99,1,6,2,1,1,0,0,0,0,0,73,1045,1,3
0,0,0,2.49,0,2,0,1,0,0,0,0,47,6,10,0,0,2
4,12,0,14.99,0,1,1,1,1,0,78,0,1311,101,31,653,1,4
0,0,0,9.99,0,1,0,1,1,0,0,0,2,3,0,0,1,2
4,0,0,2.99,0,1,1,1,0,0,0,0,0,2,5,0,0,5
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1.99,0,1,0,1,0,0,0,0,6,0,19,0,0,3
0,0,0,8.99,0,1,0,1,0,0,0,0,20,13,0,0,0,2
3,3,0,9.99,0,1,1,1,0,0,0,0,542,143,25,633,0,6
0,0,0,1.99,1,1,0,1,1,1,0,0,5,2,18,0,0,4
0,3,0,2.99,0,2,2,1,0,0,0,0,5,0,20,0,0,20
1,2,0,3.99,0,16,0,1,1,0,0,0,116,56,5,0,0,4
0,0,0,1.99,0,2,0,1,0,0,0,0,6,2,0,0,0,2
1,0,0,0,0,1,0,1,0,0,0,0,53,4,11,0,0,1
2,1,0,0,1,1,0,1,0,0,0,0,517,81,2,0,0,3
0,0,0,0.99,0,2,0,1,0,0,0,0,13,4,72,0,0,7
0,0,0,0.99,0,1,1,1,0,0,0,0,2,0,0,0,0,4
2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,3
3,0,0,0.99,0,3,0,1,0,0,0,0,7,2,11,0,0,3
0,0,0,0,0,8,0,1,0,0,0,0,60,124,0,155,1,4
0,1,0,19.99,0,2,0,1,1,1,0,0,43,5,0,0,1,4
0,0,0,0.99,0,1,0,1,0,0,0,0,11,3,0,0,0,3
2,4,0,1.99,0,1,0,1,0,0,0,0,261,7,0,257,0,4
1,2,0,14.99,0,1,0,1,0,0,0,0,162,4,18,110,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,0,2,0,0,0,5
0,1,0,6.99,1,1,1,1,0,0,0,0,78,0,17,0,0,2
0,2,0,1.99,0,4,2,1,0,0,0,0,37,5,38,0,0,3
0,0,0,1.99,1,1,0,1,0,0,0,0,164,7,8,127,0,4
0,0,0,0,0,1,1,1,1,1,0,0,29,45,10,0,0,2
0,1,0,19.99,0,1,0,1,1,1,0,0,225,19,16,217,0,4
1,0,0,2.99,0,1,1,1,0,0,0,0,1,0,0,0,0,3
0,0,0,2.99,0,8,0,1,0,0,0,0,5,0,20,0,0,2
0,0,0,4.2,0,1,1,1,0,0,0,0,168,6,100,151,0,3
0,0,0,11.99,0,1,1,1,0,0,0,0,4,1,13,0,0,3
2,0,0,1.99,0,6,0,1,1,1,0,0,42,18,15,0,0,3
0,1,0,0.99,0,1,1,1,1,1,0,0,76,14,30,0,0,3
3,2,0,19.99,0,1,1,1,1,1,0,0,484,78,31,498,0,2
0,0,0,29.99,0,2,0,1,0,0,0,0,6,0,0,0,0,3
0,0,0,6.99,1,6,0,1,1,1,65,0,34,40,47,0,0,3
1,1,0,2.49,0,1,0,1,0,0,0,0,61,8,31,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,7,3,17,0,0,4
2,1,0,29.99,8,1,0,1,0,0,0,0,367,76,31,396,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,1,2,0,0,0,4
0,0,0,14.99,0,1,1,1,1,1,0,0,118,55,10,154,1,4
0,0,0,0.99,0,1,1,1,0,0,0,0,1,2,0,0,0,2
0,0,0,14.99,0,3,0,1,1,1,0,0,11,5,23,0,0,3
1,2,0,9.99,0,10,3,1,0,0,0,0,55,60,9,0,0,2
0,0,0,4.99,0,1,0,1,0,0,0,0,2,2,13,0,0,3
0,0,0,0,0,1,0,1,1,1,0,0,12,0,0,0,0,4
4,7,16,0,2,1,1,1,1,1,0,0,1858,292,25,0,0,2
0,0,0,7.99,0,1,1,1,0,0,0,0,0,1,0,0,1,4
0,0,0,0.99,0,1,0,1,0,0,0,0,4,1,0,0,0,2
0,2,0,19.99,1,4,2,1,1,1,79,0,383,25,36,281,1,3
0,0,0,9.99,0,6,6,1,1,0,0,0,35,1,0,0,0,1
2,1,0,1.99,0,1,0,1,0,0,0,0,10,12,0,0,0,5
1,0,0,2.99,0,1,0,1,1,1,0,0,73,9,3,0,0,3
0,0,0,0.49,0,3,0,1,0,0,0,0,19,8,20,0,0,2
0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,3
1,4,0,4.99,0,2,1,1,0,0,0,0,647,50,7,645,0,1
0,0,0,3.99,0,1,1,1,0,0,0,0,2,0,0,0,0,2
0,0,0,3.99,0,1,0,1,0,0,0,0,13,2,6,0,0,4
0,0,0,12.99,0,1,1,1,0,0,0,0,7,0,4,0,0,1
0,0,0,4.99,0,1,0,1,0,0,0,0,4,1,6,0,0,3
0,0,0,9.99,0,1,1,1,0,0,0,0,36,9,0,0,0,2
0,0,0,0.99,2,1,0,1,0,0,0,0,0,0,0,0,0,2
5,10,0,0,0,5,2,1,0,0,0,0,9947,3765,25,9153,0,1
0,1,0,9.99,0,1,0,1,1,0,0,0,4,1,0,0,0,1
0,0,0,9.99,0,1,0,1,1,1,0,0,0,0,5,0,0,2
0,0,0,0,0,1,0,1,0,0,0,0,16,10,41,0,0,2
0,0,0,7.99,1,1,1,1,1,1,0,0,32,8,10,0,0,2
0,1,0,19.99,0,1,0,1,0,0,0,0,183,43,40,153,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,10,1,0,0,0,3
0,0,0,2.69,0,1,0,1,0,0,0,0,2,0,0,0,1,4
0,0,0,0.49,0,1,0,1,0,0,0,0,0,0,20,0,0,6
0,0,0,4.99,0,2,2,1,1,1,0,0,27,16,33,0,0,3
0,0,0,1.19,0,29,29,1,0,0,0,0,0,0,21,178,0,3
1,0,0,0,1,1,1,1,0,0,0,0,53,12,25,0,1,4
4,10,0,14.99,0,10,2,1,1,1,75,0,3179,504,38,2695,0,3
4,190,0,0,0,1,0,1,1,0,0,0,2797,550,1,0,1,5
1,0,0,4.99,0,1,0,1,1,1,0,0,26,1,23,0,0,2
0,0,0,9.99,0,23,2,1,0,0,0,0,11,5,0,0,0,4
0,0,0,4.99,0,1,0,1,0,0,0,0,5,0,0,0,1,3
0,0,0,9.99,0,2,0,1,0,0,0,0,6,3,18,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0,0,0,3.99,0,1,0,1,0,0,0,0,5,6,0,0,0,3
5,417,0,9.99,0,10,0,1,0,0,0,0,6256,900,14,5795,1,4
0,0,0,0,0,1,0,1,0,0,0,0,2,0,22,0,1,3
0,0,0,9.99,0,1,1,1,0,0,0,0,0,1,0,0,0,2
0,0,0,3.99,0,29,0,1,0,0,0,0,20,1,20,0,0,4
0,0,0,3.99,0,2,0,1,0,0,0,0,1,0,0,0,0,4
0,0,0,0,0,1,1,1,1,1,0,0,116,8,0,0,0,1
0,0,17,19.99,0,1,1,1,0,0,0,0,80,26,0,0,0,3
0,1,0,19.99,0,3,0,1,0,0,0,0,3,1,0,0,0,20
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,0,0,0,3
5,4,0,14.99,0,5,0,1,0,0,55,0,493,328,0,729,1,3
0,0,0,5.99,0,29,0,1,1,1,0,0,0,2,6,0,0,8
0,0,0,0.99,0,1,0,1,0,0,0,0,1,0,15,0,0,3
0,0,0,6.99,0,1,1,1,0,0,0,0,24,1,0,0,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,14,0,10,0,0,5
0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,4
1,1,0,9.99,0,1,1,1,1,1,0,0,82,28,24,0,0,2
0,1,0,4.99,0,2,2,1,0,0,0,0,25,7,74,0,1,2
0,0,0,0.99,0,10,0,1,0,0,0,0,34,8,7,0,0,6
0,0,0,0.99,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,3,0,9.99,0,2,0,1,0,0,0,0,40,3,61,0,0,1
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,5
1,1,0,3.99,0,9,2,1,0,0,0,0,57,24,8,0,0,2
0,0,0,1.13,0,1,1,1,0,0,0,0,91,25,10,0,0,3
0,0,0,12.99,0,1,1,1,0,0,0,0,3,0,0,0,1,4
0,0,0,0.99,0,10,0,1,0,0,0,0,1,0,0,0,0,3
0,0,0,0.99,0,1,1,1,1,0,0,0,11,3,10,0,0,4
0,0,0,6.99,0,1,1,1,0,0,0,0,16,40,0,0,0,2
0,0,0,4.99,0,27,27,1,1,1,0,0,215,12,19,0,0,2
0,3,0,9.99,0,1,0,1,0,0,0,0,18,7,24,0,1,2
0,0,0,9.99,0,1,1,1,0,0,0,0,7,1,0,0,0,2
0,0,0,14.99,0,1,1,1,0,0,0,0,113,49,10,152,0,3
1,0,0,9.99,0,6,2,1,0,0,0,0,50,22,13,0,0,4
1,3,0,9.99,0,1,0,1,0,0,0,0,403,18,23,377,0,4
4,57,17,19.99,0,7,2,1,0,0,0,0,3608,468,50,3290,0,2
7,220,17,4.99,1,7,0,1,0,0,87,0,30274,5300,0,30555,1,1
0,0,0,14.99,1,5,0,1,0,0,0,0,52,3,14,0,0,6
0,0,0,3.99,0,1,0,1,1,1,0,0,24,7,35,0,0,3
0,1,0,0.59,0,5,0,1,0,0,0,0,151,30,33,147,0,3
4,61,0,14.99,1,9,2,1,0,0,79,0,5828,572,30,5615,0,1
1,1,0,7.99,1,6,2,1,1,1,70,0,820,79,18,849,0,3
0,0,0,7.99,0,1,1,1,0,0,0,0,0,0,3,0,1,2
0,0,0,2.99,0,1,0,1,1,0,0,0,2,0,6,0,0,1
3,0,0,1.99,0,1,0,1,1,1,0,0,1,3,97,0,0,2
0,0,17,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
0,0,0,2.99,0,1,1,1,0,1,0,0,1,1,0,0,1,2
0,0,0,9.99,0,1,0,1,0,0,0,0,1,2,9,0,0,4
0,0,0,4.99,0,1,1,1,0,0,0,0,8,20,1,0,0,3
0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,3
1,0,0,0,0,1,0,1,0,0,0,0,96,58,0,0,1,4
0,0,0,0.49,1,2,2,1,0,0,0,0,0,3,0,0,0,3
0,0,0,14.99,0,1,0,1,0,0,0,0,16,5,53,0,0,3
0,0,0,0.99,2,29,0,1,0,0,0,0,81,18,17,0,0,2
0,0,0,1.99,0,29,29,1,0,0,0,0,16,8,100,0,0,15
0,0,0,0.99,0,1,0,1,0,0,0,0,6,2,0,0,0,3
0,0,0,14.99,0,5,2,1,0,0,0,0,20,0,40,0,0,4
0,0,0,5.99,0,2,2,1,0,0,0,0,1,2,22,0,1,3
1,0,0,0,0,2,2,1,0,0,0,0,36,7,0,0,0,4
0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,4
0,1,0,2.49,0,16,0,1,1,0,0,0,32,4,5,0,0,3
0,0,0,2.99,3,1,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,0,0,30,0,0,2
0,0,0,3.49,0,7,0,1,0,0,0,0,19,1,10,0,0,3
0,0,0,14.99,0,3,0,1,0,0,0,0,2,2,0,0,0,1
0,0,0,0.99,0,9,0,1,0,0,0,0,3,0,0,0,0,1
0,0,0,2.99,0,2,2,1,0,0,0,0,0,0,14,0,1,3
0,0,0,5.99,0,1,0,1,0,0,0,0,16,2,0,0,0,2
0,0,0,6.99,0,1,1,1,0,0,0,0,1,0,0,0,1,3
0,0,0,19.99,0,1,1,1,0,0,0,0,24,3,0,0,0,2
0,0,0,3.99,0,1,1,1,0,0,0,0,14,3,12,0,0,2
0,0,0,5.99,0,5,0,1,1,0,0,0,5,0,0,0,1,1
0,0,0,0,0,1,1,1,0,1,0,0,13,9,0,0,1,4
0,0,0,0.99,0,1,0,1,0,0,0,0,8,0,0,0,1,2
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,25,0,0,3
0,0,0,12.99,0,1,1,1,0,0,0,0,0,0,17,0,0,2
0,0,0,0.99,0,6,0,1,0,0,0,0,4,1,0,0,0,2
0,0,0,1.99,1,2,0,1,0,0,0,0,133,38,8,201,0,3
0,0,0,9.99,0,9,2,1,0,0,0,0,5,0,0,0,0,1
0,0,0,24.99,0,9,0,1,0,0,0,0,8,0,17,0,1,3
0,0,0,4.99,6,6,0,1,0,0,0,0,59,16,13,0,1,3
0,0,0,9.99,0,27,0,1,0,0,0,0,6,3,13,0,0,2
0,0,0,9.99,0,1,1,1,1,1,0,0,15,9,0,0,1,3
0,0,0,3.5,0,2,2,1,0,0,0,0,0,0,0,0,0,2
0,0,0,0.74,0,2,0,1,0,0,0,0,8,18,0,0,1,5
0,0,0,3.99,0,1,1,1,0,0,0,0,6,19,8,0,0,3
0,0,0,2.99,0,1,1,1,0,0,0,0,4,1,40,0,0,3
0,0,0,4.99,0,1,0,1,0,0,0,0,5,0,0,0,1,2
